,treino,previsto
gamma1,[0.6658137355569159],[0.5899940729141235]
gamma2,[0.1854598161134392],[0.117732472717762]
gamma3,[0.3899285200718041],[0.36996862292289734]
gamma4,[0.23942936687819738],[0.2440708875656128]
JXX,[-0.3843864905324452],[-0.405117928981781]
JXY,[0.15591575435007843],[0.11176763474941254]
JXZ,[-0.4687639291636485],[-0.4555273652076721]
JYX,[0.6157921028659785],[0.5716462731361389]
JYY,[-0.0655655579974792],[-0.09858902543783188]
JYZ,[-0.3349603865251771],[-0.3136167526245117]
JZX,[0.7935051924165137],[0.778802752494812]
JZY,[0.5848239797390551],[0.584415853023529]
JZZ,[0.7192273898749051],[0.7002537250518799]
