,treino,previsto
gamma1,[0.4105259240114544],[0.4132595658302307]
gamma2,[0.3800892996387989],[0.5066738724708557]
gamma3,[0.3998964924293077],[0.4125632047653198]
gamma4,[0.07255160439549668],[-0.00022167331189848483]
JXX,[0.819538475847744],[1.2412784099578857]
JXY,[-0.41184191848264295],[-0.4291033446788788]
JXZ,[-0.08113224133756103],[-0.041511788964271545]
JYX,[-0.7272825789128776],[-0.7391459941864014]
JYY,[0.9901214406925392],[1.3377116918563843]
JYZ,[-0.6907120075849054],[-0.8521218299865723]
JZX,[0.3478791069281282],[0.45221948623657227]
JZY,[0.19605110908336165],[0.35481131076812744]
JZZ,[0.4292474339778447],[0.771771252155304]
