,treino,previsto
gamma1,[0.2669633158304182],[0.24728816747665405]
gamma2,[0.3294786484694515],[0.29266592860221863]
gamma3,[0.7265968271185355],[0.6116008758544922]
gamma4,[0.47305066131356854],[0.36629316210746765]
JXX,[0.2789473894406407],[0.21531341969966888]
JXY,[-0.14195803173618882],[-0.10429929941892624]
JXZ,[0.44859764131257807],[0.5628264546394348]
JYX,[-0.8675370608806985],[-0.6562796235084534]
JYY,[0.39572582339265283],[0.33096665143966675]
JYZ,[-0.25013652378796336],[-0.30064788460731506]
JZX,[0.2160727927839059],[0.24201960861682892]
JZY,[-0.6598174185959966],[-0.5622896552085876]
JZZ,[-0.31086587417068134],[-0.24922487139701843]
