,treino,previsto
gamma1,[0.6014570387277332],[0.5838878154754639]
gamma2,[0.558190047753348],[0.548449695110321]
gamma3,[0.661321085872001],[0.6328218579292297]
gamma4,[0.145302794710103],[0.12879009544849396]
JXX,[-0.05085864262290385],[-0.05592666566371918]
JXY,[0.31494500531451064],[0.3267693817615509]
JXZ,[0.3328209422496762],[0.3273959159851074]
JYX,[-0.7147992941492645],[-0.7230894565582275]
JYY,[-0.9782791138198641],[-0.9661725759506226]
JYZ,[-0.25049101587327116],[-0.23263856768608093]
JZX,[-0.4519037210433372],[-0.4151797294616699]
JZY,[0.6206961044701675],[0.583478569984436]
JZZ,[0.3811853060773691],[0.4172096252441406]
