,treino,previsto
gamma1,[0.23174148998607602],[0.22062724828720093]
gamma2,[0.9594850618366995],[0.933027982711792]
gamma3,[0.3194518385537368],[0.315621018409729]
gamma4,[0.6011422885889965],[0.6206363439559937]
JXX,[0.9164187596345457],[0.8989666700363159]
JXY,[-0.7192628198472104],[-0.7016615271568298]
JXZ,[-0.9527677057223489],[-0.9004824161529541]
JYX,[0.997261307345829],[0.9866319894790649]
JYY,[-0.6314927085942939],[-0.6078799366950989]
JYZ,[-0.75881587356935],[-0.8003692030906677]
JZX,[0.3028424811158388],[0.31845352053642273]
JZY,[-0.3087103248748666],[-0.29882562160491943]
JZZ,[0.7791018795916058],[0.7991931438446045]
