,treino,previsto
gamma1,[0.8736083929044367],[0.7646647691726685]
gamma2,[0.1075195632359407],[0.157563254237175]
gamma3,[0.6493164540857067],[0.5707738995552063]
gamma4,[0.2180493456293846],[0.2074757218360901]
JXX,[0.0963156568326593],[0.04623555392026901]
JXY,[-0.7362170732482487],[-0.6722677946090698]
JXZ,[0.4230936845360489],[0.36461588740348816]
JYX,[-0.39549988816436876],[-0.28515931963920593]
JYY,[0.8766505495505419],[0.8095487356185913]
JYZ,[-0.6145633054693405],[-0.5963822603225708]
JZX,[0.5239700143912078],[0.49318060278892517]
JZY,[-0.6687169051968782],[-0.6636989116668701]
JZZ,[0.9321742923082421],[0.9496595859527588]
