,treino,previsto
gamma1,[0.029797219438070344],[0.029521910473704338]
gamma2,[0.21863797480360336],[0.17893323302268982]
gamma3,[0.5053552881033624],[0.5455275774002075]
gamma4,[0.026535969683863625],[0.04718432202935219]
JXX,[0.2788535969157675],[0.27038466930389404]
JXY,[-0.9499784895546661],[-0.9634456038475037]
JXZ,[-0.4499413632617615],[-0.4680103659629822]
JYX,[-0.5535785237023545],[-0.59141606092453]
JYY,[0.4729424283280248],[0.44854286313056946]
JYZ,[0.3533989748458226],[0.3478240966796875]
JZX,[0.7843591354096908],[0.7502707839012146]
JZY,[-0.8261223347411677],[-0.903545618057251]
JZZ,[-0.15615636062945915],[-0.12376190721988678]
