,treino,previsto
gamma1,[0.8146899866097305],[0.8334324359893799]
gamma2,[0.29400468375380795],[0.35988709330558777]
gamma3,[0.8827730256872423],[0.9335433840751648]
gamma4,[0.07371467624776351],[-0.017614658921957016]
JXX,[-0.5802975109269655],[-0.6993118524551392]
JXY,[-0.2292041774699194],[-0.07133903354406357]
JXZ,[-0.6098793712177752],[-0.5991224646568298]
JYX,[-0.208798665868833],[-0.3836374878883362]
JYY,[0.12536156185456337],[0.02991185523569584]
JYZ,[0.29162154792135575],[0.34018582105636597]
JZX,[-0.49062788968221094],[-0.5657408833503723]
JZY,[-0.28781508340846984],[-0.3076610565185547]
JZZ,[-0.6434039479658533],[-0.7698076367378235]
