,treino,previsto
gamma1,[0.0852413172296076],[0.07780047506093979]
gamma2,[0.15331752856953773],[0.0926605835556984]
gamma3,[0.8252738498040315],[0.9029513001441956]
gamma4,[0.9797228526139108],[0.9768190383911133]
JXX,[-0.004926862482795391],[-0.07300123572349548]
JXY,[-0.4676525538549188],[-0.4661885201931]
JXZ,[0.27482232288738184],[0.18496447801589966]
JYX,[-0.5150404916324747],[-0.5381782650947571]
JYY,[-0.053662840025089587],[-0.040098533034324646]
JYZ,[0.9406722982235067],[0.9472972750663757]
JZX,[-0.8296238699780065],[-0.8660203218460083]
JZY,[-0.36524216496358974],[-0.41704297065734863]
JZZ,[0.35288790697896677],[0.2757769227027893]
