,treino,previsto
gamma1,[0.4591337627723967],[0.46353206038475037]
gamma2,[0.45313243113814283],[0.3941885232925415]
gamma3,[0.4949826938891777],[0.5007520318031311]
gamma4,[0.19223084224268217],[0.18447454273700714]
JXX,[-0.5465882812379024],[-0.5241814851760864]
JXY,[0.9245900716687656],[0.8842424154281616]
JXZ,[-0.7473382026982809],[-0.7149852514266968]
JYX,[0.4096338457432158],[0.44253116846084595]
JYY,[-0.8296294638984947],[-0.8611476421356201]
JYZ,[-0.5051180301418299],[-0.5021584033966064]
JZX,[0.9982570783251581],[1.0662121772766113]
JZY,[-0.5812047362221744],[-0.5533565878868103]
JZZ,[0.283736870144214],[0.31143733859062195]
