,treino,previsto
gamma1,[0.18333476966499396],[0.18899232149124146]
gamma2,[0.9096814486371707],[0.9118398427963257]
gamma3,[0.4911694960396128],[0.4980970621109009]
gamma4,[0.0713372135887923],[0.07095308601856232]
JXX,[0.2969944399577662],[0.317506343126297]
JXY,[0.40273908193734953],[0.4095291495323181]
JXZ,[0.9140940053161357],[0.925498902797699]
JYX,[-0.6071937818236794],[-0.6025733947753906]
JYY,[-0.8692615292310002],[-0.8657621741294861]
JYZ,[0.6485148599678836],[0.66255784034729]
JZX,[-0.3338666967613588],[-0.34340596199035645]
JZY,[-0.25525056072843344],[-0.2561032176017761]
JZZ,[0.6297316462233915],[0.6399880647659302]
