,treino,previsto
gamma1,[0.8171021370471873],[0.7863861322402954]
gamma2,[0.10262153210647951],[0.13464096188545227]
gamma3,[0.8637801669945345],[0.8325265049934387]
gamma4,[0.09579963227952204],[0.07409422844648361]
JXX,[0.5830518719229318],[0.5197204351425171]
JXY,[-0.9379325277179429],[-0.9439669847488403]
JXZ,[0.6754839419077516],[0.6131495833396912]
JYX,[-0.3650404551155011],[-0.4036599099636078]
JYY,[-0.9759637002846477],[-0.9244412779808044]
JYZ,[-0.8606398745222861],[-0.865050196647644]
JZX,[0.004466619199896327],[0.0011862855171784759]
JZY,[0.2631832108452503],[0.2437296062707901]
JZZ,[0.642755936407096],[0.6345524191856384]
