,treino,previsto
gamma1,[0.32940149633680194],[0.3252238631248474]
gamma2,[0.9736705910655336],[0.9483311772346497]
gamma3,[0.36125339691759495],[0.3098057806491852]
gamma4,[0.5536247242149994],[0.5062037706375122]
JXX,[0.4833378712291465],[0.4114207625389099]
JXY,[0.881607766294431],[0.904983401298523]
JXZ,[0.49480679370832537],[0.5009672045707703]
JYX,[0.8162851259228743],[0.6968607902526855]
JYY,[-0.7780454366399887],[-0.8063710927963257]
JYZ,[0.15954636399993594],[0.5180659890174866]
JZX,[-0.1362653751785774],[0.021150697022676468]
JZY,[-0.4690148425097873],[-0.3792213499546051]
JZZ,[0.7208183359380034],[0.8016979098320007]
