,treino,previsto
gamma1,[0.1224371932122491],[0.1271207183599472]
gamma2,[0.36368262779173954],[0.3133445680141449]
gamma3,[0.27610317904813664],[0.21679620444774628]
gamma4,[0.7548561847919819],[0.6640260815620422]
JXX,[-0.7080903986407061],[-0.5587572455406189]
JXY,[-0.6216493565570518],[-0.3118755519390106]
JXZ,[0.6782149346653983],[0.5955088138580322]
JYX,[0.08109353634994831],[0.06940920650959015]
JYY,[-0.43827709921987545],[-0.37335309386253357]
JYZ,[-0.3291341864361108],[-0.23411017656326294]
JZX,[0.08661423184359096],[0.04384540766477585]
JZY,[-0.34445619760718293],[-0.34361064434051514]
JZZ,[0.41979916256951233],[0.34741491079330444]
