,treino,previsto
gamma1,[0.054617199380894155],[0.0016673068748787045]
gamma2,[0.15353892261428348],[0.13593104481697083]
gamma3,[0.3013103050049145],[0.24482154846191406]
gamma4,[0.8115833565754772],[0.6577678322792053]
JXX,[-0.007687660399174678],[-0.11356142908334732]
JXY,[0.7135280737268923],[0.6668281555175781]
JXZ,[-0.8226115535480942],[-0.8063918352127075]
JYX,[-0.24315592595339663],[-0.3424994647502899]
JYY,[-0.901677355883151],[-0.8711888194084167]
JYZ,[0.29958585220893297],[0.2066914439201355]
JZX,[-0.6216283712709287],[-0.6210119724273682]
JZY,[-0.3820884662461579],[-0.18566825985908508]
JZZ,[0.6372988369628543],[0.6450778841972351]
