,treino,previsto
gamma1,[0.6014570387277332],[0.5256835222244263]
gamma2,[0.558190047753348],[0.47567272186279297]
gamma3,[0.661321085872001],[0.5582502484321594]
gamma4,[0.145302794710103],[0.10324373096227646]
JXX,[-0.05085864262290385],[-0.09537308663129807]
JXY,[0.31494500531451064],[0.3373200297355652]
JXZ,[0.3328209422496762],[0.29603028297424316]
JYX,[-0.7147992941492645],[-0.6947621703147888]
JYY,[-0.9782791138198641],[-0.9102140665054321]
JYZ,[-0.25049101587327116],[-0.2272285521030426]
JZX,[-0.4519037210433372],[-0.35326483845710754]
JZY,[0.6206961044701675],[0.5230380296707153]
JZZ,[0.3811853060773691],[0.4290904104709625]
