,treino,previsto
gamma1,[0.9119047595432644],[0.7347544431686401]
gamma2,[0.8785568789303244],[0.8326981663703918]
gamma3,[0.7237390145662357],[0.7005534172058105]
gamma4,[0.056007046220187706],[0.0524798259139061]
JXX,[0.8272859451097823],[0.77443528175354]
JXY,[-0.7250439608255377],[-0.8114839792251587]
JXZ,[0.11214027252682701],[0.08911430090665817]
JYX,[-0.033955024334235695],[0.1085173562169075]
JYY,[0.9179608298470616],[0.8246334195137024]
JYZ,[-0.23922049672899326],[-0.1868448257446289]
JZX,[-0.10699918374312611],[-0.08704502880573273]
JZY,[0.1547744383110674],[0.1150117814540863]
JZZ,[-0.23580587094563144],[-0.11033466458320618]
