,treino,previsto
gamma1,[0.3020437047996458],[0.35932686924934387]
gamma2,[0.335063350697719],[0.3206532895565033]
gamma3,[0.14195051753283405],[0.1384405940771103]
gamma4,[0.7434142500319177],[0.7572877407073975]
JXX,[-0.2769544501718497],[-0.3799588978290558]
JXY,[-0.039038668797412024],[-0.0003885261539835483]
JXZ,[-0.16609474678867042],[-0.13369980454444885]
JYX,[-0.10648149243215355],[-0.14765490591526031]
JYY,[-0.1809685401002077],[-0.24629755318164825]
JYZ,[0.31541165278854155],[0.3043750822544098]
JZX,[-0.48228923621984343],[-0.5764875411987305]
JZY,[0.2699918482069683],[0.2465435415506363]
JZZ,[-0.97974325274531],[-1.0239603519439697]
