,treino,previsto
gamma1,[0.433483090039801],[0.41019535064697266]
gamma2,[0.5827558773717127],[0.5044119358062744]
gamma3,[0.09947541503447277],[0.10709256678819656]
gamma4,[0.3071740013389854],[0.3196985721588135]
JXX,[-0.7105588947326631],[-0.834137499332428]
JXY,[-0.02020534897708659],[-0.0958104357123375]
JXZ,[0.010200296225074235],[-0.010664896108210087]
JYX,[0.9376978550041575],[0.9528219699859619]
JYY,[0.6239745196640374],[0.45673343539237976]
JYZ,[0.5803349788037444],[0.5853181481361389]
JZX,[0.3600894847607672],[0.5229359269142151]
JZY,[-0.6868256663820986],[-0.754063606262207]
JZZ,[0.826249436041292],[0.7877345085144043]
