,treino,previsto
gamma1,[0.03679243409125621],[0.005374315194785595]
gamma2,[0.16929218901354948],[0.14849291741847992]
gamma3,[0.9969758715015804],[1.0567511320114136]
gamma4,[0.7468020404306424],[0.6484897136688232]
JXX,[0.23428295333990445],[0.2797017991542816]
JXY,[0.7802771064051002],[0.7816588282585144]
JXZ,[-0.0870255604078809],[-0.12713821232318878]
JYX,[0.42280951861583915],[0.40958476066589355]
JYY,[0.8739626067564656],[0.8355116844177246]
JYZ,[0.041119655381228304],[-0.065057672560215]
JZX,[0.46768034181955564],[0.48274949193000793]
JZY,[0.45606486545824554],[0.4142801761627197]
JZZ,[0.7163732339305475],[0.8148891925811768]
