,treino,previsto
gamma1,[0.4336456836623859],[0.420938640832901]
gamma2,[0.06985542357461894],[0.08410530537366867]
gamma3,[0.09071301334386506],[0.08620529621839523]
gamma4,[0.42451918914251396],[0.3965297341346741]
JXX,[-0.35233447033367526],[-0.31634917855262756]
JXY,[-0.6983016521509962],[-0.7184456586837769]
JXZ,[0.3018689460797075],[0.3177117109298706]
JYX,[-0.8551274266649145],[-0.8435826897621155]
JYY,[0.0717640086133784],[0.08602175116539001]
JYZ,[-0.2686221661748289],[-0.2166871428489685]
JZX,[-0.8840021504505864],[-0.9135020971298218]
JZY,[0.014871466378840514],[-0.022021638229489326]
JZZ,[-0.9250086831160302],[-0.9051989912986755]
