,treino,previsto
gamma1,[0.4129795419466491],[0.4112183749675751]
gamma2,[0.1831484806929179],[0.19238270819187164]
gamma3,[0.34609910428201995],[0.3176400363445282]
gamma4,[0.6307958737099989],[0.6149166226387024]
JXX,[0.9567097167419933],[0.8946369886398315]
JXY,[-0.8909546899790852],[-0.845276951789856]
JXZ,[0.45132344234864985],[0.4673314094543457]
JYX,[-0.032276513351115144],[-0.08141829073429108]
JYY,[0.8834464903328145],[0.8236085176467896]
JYZ,[-0.18629102358141614],[-0.21003589034080505]
JZX,[0.8384859880845335],[0.8054309487342834]
JZY,[-0.6817044022321801],[-0.6055673956871033]
JZZ,[0.9895603626777179],[0.9143691658973694]
