,treino,previsto
gamma1,[0.4323888389514402],[0.4645659327507019]
gamma2,[0.3723746808209262],[0.3381199836730957]
gamma3,[0.852288633190853],[0.7917191386222839]
gamma4,[0.5469839042910056],[0.5730662941932678]
JXX,[-0.9228963213252399],[-0.8400472402572632]
JXY,[0.3924486452741056],[0.27992382645606995]
JXZ,[-0.712133557209278],[-0.7567636370658875]
JYX,[-0.0749354903418249],[-0.15262846648693085]
JYY,[0.34329352823553405],[0.45423030853271484]
JYZ,[0.5859025433105887],[0.49350684881210327]
JZX,[-0.09362154306757531],[-0.13209283351898193]
JZY,[-0.0034555404038976167],[-0.008461365476250648]
JZZ,[-0.9616857839513044],[-0.9984292387962341]
