,treino,previsto
gamma1,[0.6166500426836184],[0.6318767666816711]
gamma2,[0.04089576548481155],[0.02997557818889618]
gamma3,[0.3790196043954357],[0.37795886397361755]
gamma4,[0.703480392293747],[0.7257028818130493]
JXX,[-0.0739852843699571],[-0.06930358707904816]
JXY,[-0.2533761372099159],[-0.26761823892593384]
JXZ,[-0.7229211749710895],[-0.7394217252731323]
JYX,[0.7331236999726827],[0.7392374277114868]
JYY,[-0.9871298918377533],[-1.010613203048706]
JYZ,[0.005564160104416738],[0.019916638731956482]
JZX,[0.7965959400638762],[0.816816508769989]
JZY,[-0.838370705633998],[-0.8564261198043823]
JZZ,[0.10854093635657214],[0.10739164054393768]
