,treino,previsto
gamma1,[0.02834747652200631],[0.013169917277991772]
gamma2,[0.8357651039198697],[0.7212305665016174]
gamma3,[0.43276706790505337],[0.4871353507041931]
gamma4,[0.762280082457942],[0.8041126728057861]
JXX,[-0.7312715117751976],[-0.7193585634231567]
JXY,[0.6948674738744653],[0.6751179099082947]
JXZ,[0.5275492379532281],[0.4800698459148407]
JYX,[-0.4898619485211566],[-0.4612985849380493]
JYY,[-0.009129825816118098],[-0.08150442689657211]
JYZ,[-0.10101787042252375],[-0.13153861463069916]
JZX,[0.3031859454455259],[0.3906056880950928]
JZY,[0.5774467022710263],[0.6085783839225769]
JZZ,[-0.8122808264515302],[-0.9318353533744812]
