,treino,previsto
gamma1,[0.3297995475987595],[0.33154231309890747]
gamma2,[0.1675882811446039],[0.16687199473381042]
gamma3,[0.6317971572750811],[0.6426275968551636]
gamma4,[0.8937793635045664],[0.9201111793518066]
JXX,[-0.01102512804113065],[-0.03146173059940338]
JXY,[0.11338346029479829],[0.1062752828001976]
JXZ,[0.6194855109905537],[0.6099039912223816]
JYX,[-0.358768861095224],[-0.3742333650588989]
JYY,[-0.35806504184041565],[-0.3667505383491516]
JYZ,[0.38633367460551105],[0.38876625895500183]
JZX,[-0.02766565445920155],[-0.037914030253887177]
JZY,[-0.2813102593254373],[-0.28354883193969727]
JZZ,[-0.188999914209238],[-0.1814061850309372]
