,treino,previsto
gamma1,[0.49491787839107704],[0.4666343033313751]
gamma2,[0.468537729401701],[0.5033071041107178]
gamma3,[0.12795722422850875],[0.12922881543636322]
gamma4,[0.7842725419704123],[0.7388798594474792]
JXX,[-0.8583821458818548],[-0.8112946152687073]
JXY,[-0.1308244925173181],[-0.11272890120744705]
JXZ,[-0.5075004579580764],[-0.5419193506240845]
JYX,[-0.10862841764031073],[-0.1793656200170517]
JYY,[-0.48782436581795374],[-0.4763191342353821]
JYZ,[0.7229725984230293],[0.7514635920524597]
JZX,[0.12087053202375708],[0.10041404515504837]
JZY,[0.48856793143996136],[0.5133055448532104]
JZZ,[0.8530443734443238],[0.9244303703308105]
