,treino,previsto
gamma1,[0.07199025068740816],[0.07654386013746262]
gamma2,[0.560915428900259],[0.5701197981834412]
gamma3,[0.26404199895882374],[0.2652791738510132]
gamma4,[0.6556721737484312],[0.6623613834381104]
JXX,[-0.170512001382642],[-0.17237424850463867]
JXY,[-0.424599654760373],[-0.4271053671836853]
JXZ,[0.6894246819607532],[0.7144556045532227]
JYX,[-0.11245795401256231],[-0.13459990918636322]
JYY,[0.05745311741676429],[0.029947860166430473]
JYZ,[0.10251839349884273],[0.056781966239213943]
JZX,[-0.3221938636021444],[-0.3401016294956207]
JZY,[0.2789912288854657],[0.2784229516983032]
JZZ,[0.8000753853551041],[0.7929007411003113]
