,treino,previsto
gamma1,[0.7406551989400061],[0.6348872780799866]
gamma2,[0.6621666555152632],[0.6277252435684204]
gamma3,[0.13657852434493012],[0.15104380249977112]
gamma4,[0.5356617475477887],[0.5144234895706177]
JXX,[-0.9754435052040491],[-0.9560157656669617]
JXY,[-0.7752022778395284],[-0.7000930905342102]
JXZ,[-0.21432527689851488],[-0.10442381352186203]
JYX,[0.3677285469065339],[0.2920204997062683]
JYY,[-0.7226181335707385],[-0.7881321907043457]
JYZ,[-0.7751128742812254],[-0.7570853233337402]
JZX,[-0.5363952858520995],[-0.5734030604362488]
JZY,[0.5151849707900231],[0.43821099400520325]
JZZ,[-0.7051975580794432],[-0.649800717830658]
