,treino,previsto
gamma1,[0.6924227459953175],[0.6836776733398438]
gamma2,[0.21237676835833108],[0.20780231058597565]
gamma3,[0.9711059513537736],[0.9620271921157837]
gamma4,[0.07035548430116423],[0.07090763747692108]
JXX,[0.1623042650091293],[0.15546277165412903]
JXY,[-0.6104910089317266],[-0.6231933832168579]
JXZ,[0.9305022141222223],[0.9165037870407104]
JYX,[0.8479528033535886],[0.8621950149536133]
JYY,[-0.06572264360605207],[-0.07588517665863037]
JYZ,[0.3269412890601211],[0.33529555797576904]
JZX,[-0.5709540605240639],[-0.5804013013839722]
JZY,[-0.5566075009475187],[-0.5625954270362854]
JZZ,[-0.4229551332374877],[-0.4183560013771057]
