,treino,previsto
gamma1,[0.4336456836623859],[0.43022826313972473]
gamma2,[0.06985542357461894],[0.07503000646829605]
gamma3,[0.09071301334386506],[0.0893608033657074]
gamma4,[0.42451918914251396],[0.4179899990558624]
JXX,[-0.35233447033367526],[-0.34243088960647583]
JXY,[-0.6983016521509962],[-0.7073190808296204]
JXZ,[0.3018689460797075],[0.30737441778182983]
JYX,[-0.8551274266649145],[-0.8518782258033752]
JYY,[0.0717640086133784],[0.07561393827199936]
JYZ,[-0.2686221661748289],[-0.25041863322257996]
JZX,[-0.8840021504505864],[-0.8936337828636169]
JZY,[0.014871466378840514],[0.00034728480386547744]
JZZ,[-0.9250086831160302],[-0.9200673699378967]
