,treino,previsto
gamma1,[0.19592491833566006],[0.19729356467723846]
gamma2,[0.03453679871361848],[0.06809685379266739]
gamma3,[0.9796207979853099],[0.9514907002449036]
gamma4,[0.7048751023416616],[0.5963093638420105]
JXX,[-0.2872035864745557],[-0.2977636754512787]
JXY,[0.6623205548983861],[0.6184519529342651]
JXZ,[-0.2952427056704183],[-0.278228223323822]
JYX,[-0.8825503740913454],[-0.8134005069732666]
JYY,[-0.05333894071130718],[-0.039327412843704224]
JYZ,[0.4563627662832759],[0.47006955742836]
JZX,[0.35697982544055074],[0.3560456931591034]
JZY,[-0.8706931801415108],[-0.8561627864837646]
JZZ,[-0.0059663070718503075],[-0.05495820194482803]
