,treino,previsto
gamma1,[0.19380237538183753],[0.18149390816688538]
gamma2,[0.024185723159746986],[0.03339793160557747]
gamma3,[0.6917380282784458],[0.6570155024528503]
gamma4,[0.3656696970091611],[0.3754423260688782]
JXX,[-0.3524933083584687],[-0.3536645174026489]
JXY,[0.24005897043108937],[0.23532918095588684]
JXZ,[-0.9830400010208644],[-1.011805772781372]
JYX,[0.9657155745444512],[0.9622101187705994]
JYY,[0.6443170123795019],[0.6297467947006226]
JYZ,[0.9980395764003489],[1.000976324081421]
JZX,[-0.4732993977256994],[-0.44404900074005127]
JZY,[-0.601022697802895],[-0.5863091945648193]
JZZ,[-0.8905240506758743],[-0.8706957101821899]
