,treino,previsto
gamma1,[0.5027374637992491],[0.46892860531806946]
gamma2,[0.6354437055408811],[0.6196507215499878]
gamma3,[0.9537326488081348],[0.910722553730011]
gamma4,[0.9867575298826218],[1.0170530080795288]
JXX,[0.49458253244656714],[0.5648987889289856]
JXY,[-0.5944947353081806],[-0.5149162411689758]
JXZ,[-0.5896826918056928],[-0.6551318168640137]
JYX,[0.2015142521860358],[0.18840867280960083]
JYY,[-0.8864854257125787],[-0.7813389301300049]
JYZ,[0.5526572011585595],[0.48801717162132263]
JZX,[0.5288222950287738],[0.5457124710083008]
JZY,[-0.9165274392042873],[-0.8869286775588989]
JZZ,[0.36678988670422896],[0.45322856307029724]
