,treino,previsto
gamma1,[0.6658137355569159],[0.6407690644264221]
gamma2,[0.1854598161134392],[0.1654532104730606]
gamma3,[0.3899285200718041],[0.38270336389541626]
gamma4,[0.23942936687819738],[0.24157191812992096]
JXX,[-0.3843864905324452],[-0.39209073781967163]
JXY,[0.15591575435007843],[0.14229297637939453]
JXZ,[-0.4687639291636485],[-0.46436482667922974]
JYX,[0.6157921028659785],[0.601378858089447]
JYY,[-0.0655655579974792],[-0.07648313790559769]
JYZ,[-0.3349603865251771],[-0.3275693953037262]
JZX,[0.7935051924165137],[0.7877242565155029]
JZY,[0.5848239797390551],[0.583032488822937]
JZZ,[0.7192273898749051],[0.7125000953674316]
