,treino,previsto
gamma1,[0.8146899866097305],[0.8289206027984619]
gamma2,[0.29400468375380795],[0.321344256401062]
gamma3,[0.8827730256872423],[0.9078584909439087]
gamma4,[0.07371467624776351],[0.0414029024541378]
JXX,[-0.5802975109269655],[-0.6017506718635559]
JXY,[-0.2292041774699194],[-0.162051722407341]
JXZ,[-0.6098793712177752],[-0.6139414310455322]
JYX,[-0.208798665868833],[-0.2889784872531891]
JYY,[0.12536156185456337],[0.11804789304733276]
JYZ,[0.29162154792135575],[0.3049286901950836]
JZX,[-0.49062788968221094],[-0.5216241478919983]
JZY,[-0.28781508340846984],[-0.2875465750694275]
JZZ,[-0.6434039479658533],[-0.6674680709838867]
