,treino,previsto
gamma1,[0.4129795419466491],[0.4128095507621765]
gamma2,[0.1831484806929179],[0.1905543953180313]
gamma3,[0.34609910428201995],[0.32882726192474365]
gamma4,[0.6307958737099989],[0.6240057349205017]
JXX,[0.9567097167419933],[0.9152075052261353]
JXY,[-0.8909546899790852],[-0.8663496375083923]
JXZ,[0.45132344234864985],[0.46295616030693054]
JYX,[-0.032276513351115144],[-0.064609594643116]
JYY,[0.8834464903328145],[0.8428492546081543]
JYZ,[-0.18629102358141614],[-0.20313331484794617]
JZX,[0.8384859880845335],[0.8188800811767578]
JZY,[-0.6817044022321801],[-0.6330618262290955]
JZZ,[0.9895603626777179],[0.9372793436050415]
