,treino,previsto
gamma1,[0.3841711045442975],[0.3814268708229065]
gamma2,[0.7463951961663844],[0.6763128638267517]
gamma3,[0.252383767513222],[0.1964653879404068]
gamma4,[0.5016026705680338],[0.5459245443344116]
JXX,[0.0439678194249864],[-0.08765812963247299]
JXY,[0.6133815542373582],[0.7397703528404236]
JXZ,[0.9209895486477535],[0.9993464946746826]
JYX,[-0.420749244471069],[-0.5296761989593506]
JYY,[0.5322148755959053],[0.21745018661022186]
JYZ,[0.4084397336868253],[0.349999338388443]
JZX,[0.3227661144476608],[0.2541346848011017]
JZY,[-0.7796759021655764],[-0.7182678580284119]
JZZ,[-0.9461264424189464],[-1.1303478479385376]
