,treino,previsto
gamma1,[0.3782620689642363],[0.38805532455444336]
gamma2,[0.8065579451696627],[0.8748724460601807]
gamma3,[0.5360527507784326],[0.5577229261398315]
gamma4,[0.7612906482611979],[0.7119609117507935]
JXX,[-0.5516290503053471],[-0.6782943606376648]
JXY,[0.8652805931946954],[0.8941267132759094]
JXZ,[0.8914872178362601],[0.9927801489830017]
JYX,[-0.9544828513835384],[-1.029157280921936]
JYY,[0.6938338920461884],[0.5470585823059082]
JYZ,[0.42874637280803074],[0.5578587055206299]
JZX,[0.3597921523702974],[0.2999792993068695]
JZY,[-0.9788509022210652],[-0.9950044751167297]
JZZ,[0.6566237432499853],[0.6191762089729309]
