,treino,previsto
gamma1,[0.4447032857849972],[0.4404515027999878]
gamma2,[0.22480756642724742],[0.24455581605434418]
gamma3,[0.34956656460106916],[0.34672462940216064]
gamma4,[0.9987401105306296],[0.9282865524291992]
JXX,[0.09623810762339824],[0.09175688028335571]
JXY,[-0.3083363533238903],[-0.3498532474040985]
JXZ,[0.6897021771332552],[0.6698710322380066]
JYX,[-0.42280512918931357],[-0.3554322123527527]
JYY,[0.02069005261749912],[0.008451437577605247]
JYZ,[-0.31237144182748366],[-0.3041898012161255]
JZX,[-0.16901214393001562],[-0.19036194682121277]
JZY,[0.9477175926021346],[0.9008427858352661]
JZZ,[-0.7925346218433929],[-0.7665536403656006]
