,treino,previsto
gamma1,[0.6171172778569672],[0.6241803765296936]
gamma2,[0.5033938387110474],[0.4937041401863098]
gamma3,[0.9661979651974597],[0.9498163461685181]
gamma4,[0.5282662248683354],[0.5596856474876404]
JXX,[0.1406568462737463],[0.1530158370733261]
JXY,[0.2644659911575571],[0.27341267466545105]
JXZ,[0.634007719766547],[0.6163796186447144]
JYX,[-0.44541829110731035],[-0.4559083580970764]
JYY,[0.30371993601715563],[0.3265041410923004]
JYZ,[0.7816219111185623],[0.7870901823043823]
JZX,[0.8176570464277362],[0.8317914605140686]
JZY,[-0.626974881004831],[-0.6362385749816895]
JZZ,[0.30345421888232527],[0.3157881200313568]
