,treino,previsto
gamma1,[0.6306505848550839],[0.6128283739089966]
gamma2,[0.5006197765650313],[0.4945440888404846]
gamma3,[0.8511188349123333],[0.8037434816360474]
gamma4,[0.028351246084461268],[0.027941055595874786]
JXX,[0.598230738233454],[0.5385451316833496]
JXY,[-0.34818771187492725],[-0.31036069989204407]
JXZ,[-0.5190129698346531],[-0.5578537583351135]
JYX,[0.6451117387363627],[0.6101275086402893]
JYY,[-0.7698749260257931],[-0.7921921014785767]
JYZ,[-0.047526449664778925],[-0.07695619016885757]
JZX,[0.11578945815114117],[0.1264420747756958]
JZY,[0.22266613301352445],[0.17632168531417847]
JZZ,[-0.7090570694820459],[-0.7420963644981384]
