,treino,previsto
gamma1,[0.6166500426836184],[0.6635226011276245]
gamma2,[0.04089576548481155],[-0.012563119642436504]
gamma3,[0.3790196043954357],[0.3665750026702881]
gamma4,[0.703480392293747],[0.7686561346054077]
JXX,[-0.0739852843699571],[-0.04981641098856926]
JXY,[-0.2533761372099159],[-0.34127306938171387]
JXZ,[-0.7229211749710895],[-0.7607406973838806]
JYX,[0.7331236999726827],[0.7785703539848328]
JYY,[-0.9871298918377533],[-1.0488311052322388]
JYZ,[0.005564160104416738],[0.061925340443849564]
JZX,[0.7965959400638762],[0.8836376070976257]
JZY,[-0.838370705633998],[-0.8844351172447205]
JZZ,[0.10854093635657214],[0.12442255765199661]
