,treino,previsto
gamma1,[0.433483090039801],[0.4274213910102844]
gamma2,[0.5827558773717127],[0.5631750822067261]
gamma3,[0.09947541503447277],[0.10432117432355881]
gamma4,[0.3071740013389854],[0.315234899520874]
JXX,[-0.7105588947326631],[-0.7675819396972656]
JXY,[-0.02020534897708659],[-0.056055355817079544]
JXZ,[0.010200296225074235],[0.0040857684798538685]
JYX,[0.9376978550041575],[0.9494423866271973]
JYY,[0.6239745196640374],[0.5662042498588562]
JYZ,[0.5803349788037444],[0.5867398381233215]
JZX,[0.3600894847607672],[0.42966750264167786]
JZY,[-0.6868256663820986],[-0.7143598794937134]
JZZ,[0.826249436041292],[0.8119027614593506]
