,treino,previsto
gamma1,[0.06769746793327747],[0.07278966903686523]
gamma2,[0.6432199124652143],[0.6999477744102478]
gamma3,[0.992596950931832],[1.0125969648361206]
gamma4,[0.2072168217777952],[0.16215594112873077]
JXX,[0.9318383760498881],[0.9426965117454529]
JXY,[0.11951182799780913],[0.17814387381076813]
JXZ,[-0.05265622357871269],[0.014094286598265171]
JYX,[0.046558950858430315],[-0.02657831646502018]
JYY,[0.5353201261569036],[0.5693627595901489]
JYZ,[0.9772120554889443],[1.1393053531646729]
JZX,[-0.1588688834408547],[-0.08544735610485077]
JZY,[-0.5381276295407358],[-0.5399875640869141]
JZZ,[-0.2506249305871704],[-0.1902032196521759]
