,treino,previsto
gamma1,[0.47149733572375285],[0.457275927066803]
gamma2,[0.83833102010331],[0.8134236931800842]
gamma3,[0.9959490901086114],[0.8528287410736084]
gamma4,[0.5725822051460012],[0.5252459049224854]
JXX,[-0.1579107714267074],[-0.19425193965435028]
JXY,[0.12982945963868775],[0.10952141135931015]
JXZ,[0.1162808953521044],[0.17999990284442902]
JYX,[0.17770025530371414],[0.16981002688407898]
JYY,[0.6015631527261587],[0.5113406181335449]
JYZ,[0.9337535631262239],[0.9127393960952759]
JZX,[0.34522097948514796],[0.30936166644096375]
JZY,[0.6176103665600245],[0.48999592661857605]
JZZ,[0.14054965261621977],[0.1286575198173523]
