,treino,previsto
gamma1,[0.6813356007212419],[0.7252056002616882]
gamma2,[0.07656360097525783],[0.08556938171386719]
gamma3,[0.8604384375404843],[0.8835038542747498]
gamma4,[0.46768415435630595],[0.446199893951416]
JXX,[-0.837818670752231],[-0.8836915493011475]
JXY,[0.2136055782918591],[0.20656175911426544]
JXZ,[0.9954557010352247],[1.039717674255371]
JYX,[-0.7188265123325341],[-0.7123060822486877]
JYY,[0.704572082529658],[0.6566426753997803]
JYZ,[-0.7008545123478973],[-0.6945009231567383]
JZX,[-0.16795724132015688],[-0.1646750122308731]
JZY,[0.7918128551580439],[0.767307460308075]
JZZ,[-0.40060849944206534],[-0.3556155562400818]
