,treino,previsto
gamma1,[0.260437193601329],[0.25216710567474365]
gamma2,[0.32736701494461073],[0.3286314308643341]
gamma3,[0.26791084434471324],[0.26005834341049194]
gamma4,[0.10764393786564574],[0.09729071706533432]
JXX,[0.3542516536005407],[0.4056389331817627]
JXY,[0.5698227121742216],[0.5776228904724121]
JXZ,[0.04093231440616307],[0.09610079228878021]
JYX,[0.022983404986520295],[0.017911136150360107]
JYY,[-0.21293067414807032],[-0.19772088527679443]
JYZ,[0.993633874195798],[0.9824223518371582]
JZX,[-0.42127010845085855],[-0.4045521914958954]
JZY,[-0.7034804136306108],[-0.6592997908592224]
JZZ,[-0.47784285086888345],[-0.4585387408733368]
