,treino,previsto
gamma1,[0.5227993107629365],[0.40836504101753235]
gamma2,[0.9447007551242456],[0.7779232859611511]
gamma3,[0.8818001335022669],[0.934352695941925]
gamma4,[0.37096067220875817],[0.3069530129432678]
JXX,[-0.8451564322933918],[-0.9849637150764465]
JXY,[-0.5727664210700234],[-0.8910297751426697]
JXZ,[-0.39374332579442917],[-0.5329150557518005]
JYX,[0.8004273658662282],[0.9999538660049438]
JYY,[-0.00749501549718401],[-0.24510841071605682]
JYZ,[0.4404811417840462],[0.4752193093299866]
JZX,[-0.7995292644989436],[-0.7901577949523926]
JZY,[0.01785411432893702],[0.06342493742704391]
JZZ,[0.686145857826806],[0.5253050327301025]
