,treino,previsto
gamma1,[0.19380237538183753],[0.16869299113750458]
gamma2,[0.024185723159746986],[0.04090392589569092]
gamma3,[0.6917380282784458],[0.6182449460029602]
gamma4,[0.3656696970091611],[0.38140833377838135]
JXX,[-0.3524933083584687],[-0.35817751288414]
JXY,[0.24005897043108937],[0.231888085603714]
JXZ,[-0.9830400010208644],[-1.042660117149353]
JYX,[0.9657155745444512],[0.9578076004981995]
JYY,[0.6443170123795019],[0.6092717051506042]
JYZ,[0.9980395764003489],[1.0004416704177856]
JZX,[-0.4732993977256994],[-0.41377124190330505]
JZY,[-0.601022697802895],[-0.5690491795539856]
JZZ,[-0.8905240506758743],[-0.852729320526123]
