,treino,previsto
gamma1,[0.32777281162209315],[0.34069520235061646]
gamma2,[0.24999667668640035],[0.29044270515441895]
gamma3,[0.9528169091459117],[0.9797950983047485]
gamma4,[0.9965569925394552],[0.9431923627853394]
JXX,[0.142805189379827],[0.06043355539441109]
JXY,[-0.14222189064977075],[-0.20654207468032837]
JXZ,[0.15618260226894076],[0.2997339963912964]
JYX,[-0.5878035357209965],[-0.559481680393219]
JYY,[0.6266425027146401],[0.5450868010520935]
JYZ,[0.647177745066891],[0.6635774374008179]
JZX,[0.30694506780235153],[0.2774450480937958]
JZY,[-0.6795408869623607],[-0.698537290096283]
JZZ,[0.04133871927984911],[-0.058482877910137177]
