,treino,previsto
gamma1,[0.32940149633680194],[0.335379421710968]
gamma2,[0.9736705910655336],[0.989464521408081]
gamma3,[0.36125339691759495],[0.33888792991638184]
gamma4,[0.5536247242149994],[0.5516502857208252]
JXX,[0.4833378712291465],[0.48948001861572266]
JXY,[0.881607766294431],[0.9243465662002563]
JXZ,[0.49480679370832537],[0.4851769506931305]
JYX,[0.8162851259228743],[0.7601897120475769]
JYY,[-0.7780454366399887],[-0.7809310555458069]
JYZ,[0.15954636399993594],[0.38220319151878357]
JZX,[-0.1362653751785774],[-0.028633665293455124]
JZY,[-0.4690148425097873],[-0.44216006994247437]
JZZ,[0.7208183359380034],[0.790248692035675]
