,treino,previsto
gamma1,[0.0945328964594655],[0.10221698135137558]
gamma2,[0.5116781206617862],[0.3333233594894409]
gamma3,[0.15482334864507363],[0.2138347625732422]
gamma4,[0.2742295663585874],[0.33056676387786865]
JXX,[0.057870765880824626],[0.3161405026912689]
JXY,[0.1714937094997233],[0.106413334608078]
JXZ,[0.6866524104671512],[0.7268936038017273]
JYX,[0.7972892825291862],[0.8231629133224487]
JYY,[0.7643730549373535],[0.9209808707237244]
JYZ,[-0.27060839601498476],[-0.36817067861557007]
JZX,[0.897680879601374],[0.8572162985801697]
JZY,[-0.15185093946021722],[-0.0659889206290245]
JZZ,[-0.3876324692199542],[-0.36703747510910034]
