,treino,previsto
gamma1,[0.5227993107629365],[0.5140061974525452]
gamma2,[0.9447007551242456],[0.9327325224876404]
gamma3,[0.8818001335022669],[0.8954302668571472]
gamma4,[0.37096067220875817],[0.36132341623306274]
JXX,[-0.8451564322933918],[-0.8723534941673279]
JXY,[-0.5727664210700234],[-0.6245400905609131]
JXZ,[-0.39374332579442917],[-0.41458046436309814]
JYX,[0.8004273658662282],[0.8267709612846375]
JYY,[-0.00749501549718401],[-0.03548729419708252]
JYZ,[0.4404811417840462],[0.4553263187408447]
JZX,[-0.7995292644989436],[-0.8026131391525269]
JZY,[0.01785411432893702],[0.025533558800816536]
JZZ,[0.686145857826806],[0.6703795194625854]
