,treino,previsto
gamma1,[0.029797219438070344],[0.028825024142861366]
gamma2,[0.21863797480360336],[0.20702463388442993]
gamma3,[0.5053552881033624],[0.5221573114395142]
gamma4,[0.026535969683863625],[0.03533167392015457]
JXX,[0.2788535969157675],[0.27362945675849915]
JXY,[-0.9499784895546661],[-0.9534227252006531]
JXZ,[-0.4499413632617615],[-0.45474523305892944]
JYX,[-0.5535785237023545],[-0.567176103591919]
JYY,[0.4729424283280248],[0.46568894386291504]
JYZ,[0.3533989748458226],[0.35445860028266907]
JZX,[0.7843591354096908],[0.7687013149261475]
JZY,[-0.8261223347411677],[-0.855842649936676]
JZZ,[-0.15615636062945915],[-0.14132821559906006]
