,treino,previsto
gamma1,[0.32940149633680194],[0.3333089351654053]
gamma2,[0.9736705910655336],[0.9869104027748108]
gamma3,[0.36125339691759495],[0.3560295104980469]
gamma4,[0.5536247242149994],[0.5608382225036621]
JXX,[0.4833378712291465],[0.497860848903656]
JXY,[0.881607766294431],[0.9018839597702026]
JXZ,[0.49480679370832537],[0.49006736278533936]
JYX,[0.8162851259228743],[0.8033192753791809]
JYY,[-0.7780454366399887],[-0.7757006287574768]
JYZ,[0.15954636399993594],[0.23381458222866058]
JZX,[-0.1362653751785774],[-0.09865178912878036]
JZY,[-0.4690148425097873],[-0.46765172481536865]
JZZ,[0.7208183359380034],[0.7480126619338989]
