,treino,previsto
gamma1,[0.7304444585170966],[0.7413402795791626]
gamma2,[0.4323894557693134],[0.13777907192707062]
gamma3,[0.5600881671017948],[0.5767240524291992]
gamma4,[0.5427750652860777],[0.6362031102180481]
JXX,[-0.3425989589338041],[-0.45184874534606934]
JXY,[0.966427833152556],[1.0553467273712158]
JXZ,[0.918495070954692],[0.7703955173492432]
JYX,[0.8366488800851453],[0.7923582792282104]
JYY,[0.5798112643432451],[0.2033558487892151]
JYZ,[0.7501332473545428],[0.6070475578308105]
JZX,[-0.9991944506389123],[-1.0015324354171753]
JZY,[0.253978106028669],[0.5159286260604858]
JZZ,[-0.5047147084859811],[-0.6363455653190613]
