,treino,previsto
gamma1,[0.3020437047996458],[0.33005866408348083]
gamma2,[0.335063350697719],[0.3345864415168762]
gamma3,[0.14195051753283405],[0.14235129952430725]
gamma4,[0.7434142500319177],[0.7594490051269531]
JXX,[-0.2769544501718497],[-0.331855833530426]
JXY,[-0.039038668797412024],[-0.02540249191224575]
JXZ,[-0.16609474678867042],[-0.15253597497940063]
JYX,[-0.10648149243215355],[-0.12295684963464737]
JYY,[-0.1809685401002077],[-0.21505698561668396]
JYZ,[0.31541165278854155],[0.3150588572025299]
JZX,[-0.48228923621984343],[-0.5312114953994751]
JZY,[0.2699918482069683],[0.262715607881546]
JZZ,[-0.97974325274531],[-1.0086477994918823]
