,treino,previsto
gamma1,[0.22192817569031764],[0.225002720952034]
gamma2,[0.5366800081748135],[0.5328385829925537]
gamma3,[0.2766826434414502],[0.27665361762046814]
gamma4,[0.1726645292853689],[0.1674259454011917]
JXX,[-0.527903820525131],[-0.5641017556190491]
JXY,[-0.7936679315385684],[-0.825514018535614]
JXZ,[-0.20788351477863798],[-0.23648031055927277]
JYX,[-0.6900554583951795],[-0.69694584608078]
JYY,[-0.8669698086408202],[-0.8708788156509399]
JYZ,[-0.19681797102985032],[-0.21726784110069275]
JZX,[0.8359100861754378],[0.8292948603630066]
JZY,[0.600904702991617],[0.5895927548408508]
JZZ,[0.5303252050108769],[0.5211338996887207]
