,treino,previsto
gamma1,[0.0852413172296076],[0.08475912362337112]
gamma2,[0.15331752856953773],[0.14231152832508087]
gamma3,[0.8252738498040315],[0.8495211005210876]
gamma4,[0.9797228526139108],[1.0014315843582153]
JXX,[-0.004926862482795391],[-0.021187927573919296]
JXY,[-0.4676525538549188],[-0.47465431690216064]
JXZ,[0.27482232288738184],[0.2614695131778717]
JYX,[-0.5150404916324747],[-0.526420533657074]
JYY,[-0.053662840025089587],[-0.0499110221862793]
JYZ,[0.9406722982235067],[0.9380422234535217]
JZX,[-0.8296238699780065],[-0.8497968912124634]
JZY,[-0.36524216496358974],[-0.38152527809143066]
JZZ,[0.35288790697896677],[0.3421388864517212]
