,treino,previsto
gamma1,[0.5227993107629365],[0.4467262327671051]
gamma2,[0.9447007551242456],[0.8301979899406433]
gamma3,[0.8818001335022669],[0.9259204268455505]
gamma4,[0.37096067220875817],[0.324172705411911]
JXX,[-0.8451564322933918],[-0.9537405967712402]
JXY,[-0.5727664210700234],[-0.8163148164749146]
JXZ,[-0.39374332579442917],[-0.4973770081996918]
JYX,[0.8004273658662282],[0.9464734196662903]
JYY,[-0.00749501549718401],[-0.17523781955242157]
JYZ,[0.4404811417840462],[0.47693559527397156]
JZX,[-0.7995292644989436],[-0.797097384929657]
JZY,[0.01785411432893702],[0.052045777440071106]
JZZ,[0.686145857826806],[0.5765798091888428]
