,treino,previsto
gamma1,[0.45671696606312406],[0.4324343204498291]
gamma2,[0.924136409743439],[0.9594495892524719]
gamma3,[0.4459984687779922],[0.4477297365665436]
gamma4,[0.31335253476480773],[0.31588223576545715]
JXX,[0.7194568903837308],[0.5412643551826477]
JXY,[0.03055965702624408],[-0.05554627627134323]
JXZ,[-0.7727784317840369],[-0.8230516314506531]
JYX,[-0.7587698727847505],[-0.6027553677558899]
JYY,[-0.3817575397810242],[-0.47962307929992676]
JYZ,[0.7508252688674453],[0.8063851594924927]
JZX,[0.8672964754196031],[0.8129017949104309]
JZY,[-0.2971753162130415],[-0.3653907775878906]
JZZ,[-0.11667111811504105],[-0.13872410356998444]
