,treino,previsto
gamma1,[0.7434707928397064],[0.70400470495224]
gamma2,[0.0357557155126923],[0.057879239320755005]
gamma3,[0.6249375571804716],[0.5711019039154053]
gamma4,[0.13501116090704035],[0.15545637905597687]
JXX,[-0.4562491712318184],[-0.42557492852211]
JXY,[-0.02394358429818433],[-0.031103236600756645]
JXZ,[-0.8362413152576669],[-0.8067011833190918]
JYX,[-0.32253302601586054],[-0.335661917924881]
JYY,[-0.855332784589292],[-0.8470154404640198]
JYZ,[-0.9779272658402001],[-1.0109385251998901]
JZX,[-0.4322994082024627],[-0.4617035686969757]
JZY,[-0.7645872688839439],[-0.6883442401885986]
JZZ,[-0.37792355037599856],[-0.37650448083877563]
