,treino,previsto
gamma1,[0.6068017336408379],[0.5837055444717407]
gamma2,[0.5812040171120031],[0.5006189942359924]
gamma3,[0.15838287025480557],[0.19476266205310822]
gamma4,[0.43066964029126864],[0.44655841588974]
JXX,[0.9120685437784988],[0.8681393265724182]
JXY,[0.8956549741186988],[0.8652307987213135]
JXZ,[-0.8868972645463826],[-0.7939938306808472]
JYX,[-0.8302560096821567],[-0.7973140478134155]
JYY,[0.6709977562588991],[0.6230437159538269]
JYZ,[0.4719399781370466],[0.470622718334198]
JZX,[0.3394608028804418],[0.40624764561653137]
JZY,[-0.3837270848217116],[-0.41364961862564087]
JZZ,[0.21188833135692486],[0.20760691165924072]
